,layer0_hidden_states,layer1_hidden_states,layer2_hidden_states,x_hidden_states
Acc,0.9725499571653418,0.9826748749825673,0.9837965453350068,0.9829338752415675
Precision_0,0.9875689597738038,0.9897055230333369,0.9905692199862245,0.9829338752415675
Recall_0,0.9854711734135445,0.9934227061561038,0.9940165881580334,1.0
F1_0,0.9865189513838163,0.9915606308436031,0.9922899099089985,0.9913934978006499
Precision_1,0.21215880893300249,0.3393124065769806,0.5355781448538754,1.0
Recall_1,0.23949579831932774,0.3179271708683473,0.39355742296918766,0.0
F1_1,0.225,0.32827187274041936,0.453713670613563,0.0
Precision_2,0.05111683848797251,0.5675675675675675,0.47176781002638524,1.0
Recall_2,0.05471264367816092,0.36689655172413793,0.4110344827586207,0.0
F1_2,0.052853653120142126,0.4456855626919855,0.4393120393120393,0.0
Precision_3,0.3098181818181818,0.37194244604316545,0.41588089330024813,1.0
Recall_3,0.404750593824228,0.24560570071258908,0.3980997624703088,0.0
F1_3,0.3509783728115345,0.29585121602288983,0.40679611650485437,0.0
Precision_4,0.22285174693106705,0.5858638743455498,0.5934065934065934,1.0
Recall_4,0.22014925373134328,0.5219216417910447,0.37779850746268656,0.0
F1_4,0.22149225715626467,0.5520473606314751,0.4616699914505557,0.0
Avg_F1,0.36736864689435156,0.5226833285860746,0.5507563455580022,0.19827869956012997
