,layer0_hidden_states,layer1_hidden_states,layer2_hidden_states,x_hidden_states
Acc,0.9645297071285909,0.9664336512795625,0.9686152539525508,0.9481478543296064
Precision_0,0.9799752569237742,0.9823226491211691,0.9783646476590899,0.9497430561902017
Recall_0,0.985159353473859,0.9846717251943741,0.9902843759466269,0.9981603114910342
F1_0,0.9825604672812259,0.9834957844698763,0.9842884261622121,0.973349952088992
Precision_1,0.6769436997319035,0.6408498971898561,0.7584421431787484,0.579185520361991
Recall_1,0.6353342918763479,0.6721782890007189,0.6054996405463695,0.04601006470165349
F1_1,0.655479325050992,0.656140350877193,0.6733959624225465,0.08524808524808525
Precision_2,0.6583493282149712,0.7042048293089093,0.7640227328885594,0.5373443983402489
Recall_2,0.5511515800749867,0.603999285841814,0.5520442778075344,0.046241742545973935
F1_2,0.6,0.6502642960115329,0.6409618573797679,0.08515535097813579
Precision_3,0.6771244546021192,0.6420382165605095,0.6876555023923445,0.6111111111111112
Recall_3,0.5969957867741345,0.6462722110276607,0.6581791536911522,0.052390547719362524
F1_3,0.6345404984423676,0.6441482563447143,0.6725945338824411,0.09650750801417243
Precision_4,0.6142983230361871,0.6856932424967778,0.7680598555211559,0.5842696629213483
Recall_4,0.5885337392186707,0.6297987485202097,0.5034669372568916,0.043970911550820224
F1_4,0.6011400932803593,0.656558533145275,0.6082337317397079,0.0817867253853413
Avg_F1,0.694744076810989,0.7181214441697183,0.7158949023173351,0.26440952434294535
