,layer0_hidden_states,layer1_hidden_states,layer2_hidden_states,x_hidden_states
Acc,0.9513657282888052,0.9621501006116391,0.9699201083816469,0.9595341979957365
Precision_0,0.9763890042355287,0.9796167006353906,0.9825902379210502,0.9637826679493346
Recall_0,0.9778995874367846,0.9864877229172212,0.991476327521959,0.9999854438381688
F1_0,0.9771437120273943,0.9830402055607073,0.987013282740304,0.9815503502555477
Precision_1,0.33244822092405735,0.4667888227210261,0.6792035398230089,1.0
Recall_1,0.23820395738203956,0.3877473363774734,0.4088660578386606,0.0
F1_1,0.27754378186654843,0.42361255456246105,0.5104513064133016,0.0
Precision_2,0.3182355257975581,0.5121771217712177,0.5802834778929553,1.0
Recall_2,0.30461828463713475,0.39245994344957585,0.5170593779453346,0.0
F1_2,0.31127805065973224,0.44439701173959445,0.5468500797448166,0.0
Precision_3,0.4383948376688849,0.40148051382538646,0.604989604989605,0.24579124579124578
Recall_3,0.4196911196911197,0.355984555984556,0.5617760617760618,0.14092664092664092
F1_3,0.4288391360094684,0.3773662130359153,0.5825825825825826,0.17914110429447852
Precision_4,0.3405272082626792,0.5542376536553806,0.5604919678714859,1.0
Recall_4,0.41734366143963725,0.4855469488003023,0.42187795201209144,0.0
F1_4,0.37504244482173177,0.5176233635448136,0.4814056268190148,0.0
Avg_F1,0.473969425076975,0.5492078696886984,0.6216605756600039,0.23213829091000523
