,layer0_hidden_states,layer1_hidden_states,layer2_hidden_states,x_hidden_states
Acc,0.7218468258264424,0.7166086461463798,0.7105188247811397,0.6408172026953876
Precision_0,0.8260395157558891,0.8468690892367486,0.803348473166212,0.7935107406219942
Recall_0,0.9115906518765219,0.9332576297408423,0.9449332576297409,0.9431041775427071
F1_0,0.8667090554369032,0.8879671660406364,0.8684077358804423,0.8618644082552275
Precision_1,0.48669386760855005,0.46363974890945847,0.4935669544608092,0.23342857142857143
Recall_1,0.3726308427555659,0.4063643781326495,0.4078097680382329,0.6285347942650659
F1_1,0.42209224025245257,0.4331167459715993,0.4466088821374319,0.3404274124814546
Precision_2,0.4982419127988748,0.42163027323653823,0.4822254687119552,0.15325342465753425
Recall_2,0.4454789485139416,0.35675074363376946,0.38315881115329736,0.004328794950545331
F1_2,0.470385455102588,0.3864865926983586,0.42702170954222646,0.008419765281403608
Precision_3,0.4955640050697085,0.4490742319364408,0.3813863880552777,1.0
Recall_3,0.4681388851935613,0.35040574697352667,0.27388585872023413,0.0
F1_3,0.4814612122041319,0.3936513629842181,0.3188181367690783,0.0
Precision_4,0.5391128672866098,0.44994129576262143,0.5244343339968315,0.5
Recall_4,0.4093759870053693,0.38040878942381445,0.29125118440644315,0.00018048098181654108
F1_4,0.46537154581009166,0.4122637588323024,0.3745122782588515,0.0003608317171079338
Avg_F1,0.5412039017612335,0.502697125305423,0.4870737485176061,0.2422144835470387
