,layer0_hidden_states,layer1_hidden_states,layer2_hidden_states,layer3_hidden_states,layer4_hidden_states,layer5_hidden_states,layer6_hidden_states,layer7_hidden_states,layer8_hidden_states,layer9_hidden_states,layer10_hidden_states,layer11_hidden_states,layer12_hidden_states,layer13_hidden_states,layer14_hidden_states,layer15_hidden_states,layer16_hidden_states,layer17_hidden_states,layer18_hidden_states,layer19_hidden_states,layer20_hidden_states,layer21_hidden_states,layer22_hidden_states,layer23_hidden_states,x_hidden_states
Acc,0.8741951598579041,0.8842244393872114,0.8847465447380106,0.8921444826820604,0.8950776393206039,0.9003940941385435,0.9044182948490231,0.9072317662078153,0.9097937250222025,0.9103366452042628,0.9152784330595026,0.9178958980905861,0.9191361151198935,0.9200311528641207,0.9227717723134992,0.9233077542184724,0.9258436944937833,0.9237257854129662,0.9229747169182948,0.9209938388099467,0.9243051315497336,0.9195211894982238,0.9191760102131439,0.9066957843028419,0.8360138210479574
Precision_0,0.9223891976978701,0.9277928624056184,0.9384882517326883,0.9493820044283834,0.9389926337016482,0.9497092543103631,0.9501272802171685,0.9611612405473028,0.9486644302073349,0.9608761033579947,0.9592217370125709,0.9556262891946954,0.9616761288223256,0.9635922694738649,0.9722637457325074,0.972656624354205,0.9664146981852687,0.9660510697270055,0.9648845519516218,0.9648300092026386,0.9670123031137299,0.9625189584089889,0.964277563417563,0.9606560639971542,0.8849936145533507
Recall_0,0.9663019298983948,0.9706779122398674,0.9597658699143699,0.9584024014223016,0.9678242907816647,0.9629845144334412,0.9657157458065292,0.957646588966856,0.9690911355223265,0.9590336765981569,0.9640495228933875,0.9689021824084652,0.9645669967620307,0.9640495228933875,0.9594352019651123,0.9588726370124795,0.966570329207857,0.9639228384193214,0.9647602442648435,0.9635041354965602,0.9683868557342976,0.9674914756379315,0.9707230033238571,0.9741606616794496,0.9731235667476875
F1_0,0.9438350705731843,0.9487510165534248,0.9490078099207331,0.9538708777793569,0.9531904904900671,0.9563008151750931,0.9578580943872199,0.9594006958897332,0.958768996766779,0.9599540059426901,0.9616295706110141,0.9622184455357504,0.9631193935131983,0.9638208419513797,0.9658068762340553,0.965715447295123,0.9664925074313785,0.9649857806457715,0.964822394104283,0.9641666165310139,0.9676990913089657,0.9649988113773673,0.9674895485687932,0.967361233268834,0.9269686017757761
Precision_1,0.6132157382442992,0.6541760935143288,0.6268850456228764,0.6796901172529313,0.6948172442066197,0.6688953160800811,0.6927200479832059,0.688898269311946,0.7479343839426061,0.7445524376861578,0.7695507161075142,0.7630612165977029,0.7662736290473516,0.7638044719490183,0.7424535669416997,0.755668573850392,0.7670638423065608,0.7750775787938834,0.7867177522349936,0.7522363982988708,0.7646753631781796,0.7484022236508717,0.7327848397410902,0.6459320288362513,0.40603991596638656
Recall_1,0.4874850147128274,0.5041958804083264,0.5965052493915065,0.5896392632687907,0.5849166273113671,0.6469284702292295,0.671304537363316,0.7114469430014168,0.6741381189377702,0.6901587532241072,0.7124641261307081,0.7168234823990991,0.7436698514186072,0.7532604352090675,0.7943473680386529,0.7772732226541214,0.7577287753841683,0.7531151233334544,0.7608529807098485,0.7453772659570603,0.7495913103498384,0.718930504595488,0.6827115195989393,0.5696225524030951,0.2808515275910924
F1_1,0.5431693989071038,0.5694766427999918,0.6113179448994788,0.631470422316027,0.6351479289940828,0.6577285318559557,0.6818441783665111,0.6999910642480565,0.7091214796132829,0.7163244914503327,0.7399079453708595,0.7392200202300229,0.754802551528336,0.7584958115374767,0.7675243076275053,0.7663186547518848,0.76236773332846,0.7639385341047279,0.7735692256551367,0.7487911245734723,0.7570582084349947,0.7333703909579395,0.7068625054068794,0.6053820315817922,0.33203770910730773
Precision_2,0.5920853000674309,0.6159633490248824,0.6131692067213755,0.6088528168053472,0.6462990177121201,0.6580721205200928,0.6593114645216044,0.6725545390570021,0.688270333046117,0.6660873713623663,0.6776254446247885,0.7217149513395709,0.712126756440281,0.7001332118067728,0.6984498978874418,0.7108887777221944,0.7446922200056997,0.727490454703228,0.7168238882190227,0.728789356366676,0.7279670757480257,0.7010581055216496,0.707703714164666,0.6601516052318668,0.4482614160033515
Recall_2,0.5152382000220046,0.5374628672021124,0.575457512744343,0.6547841713426487,0.6129020427623134,0.6552242637620567,0.6552976124986247,0.7009938753804966,0.6737814941137639,0.7168738768474713,0.7196244544687718,0.7044045916309092,0.7137198811750468,0.7324604833681739,0.7651006711409396,0.7817508343418784,0.7666776689771518,0.7686580848644882,0.7412990061246195,0.767411156342832,0.7200645468881799,0.7119595114974144,0.7351377122529065,0.651556826933656,0.2746910184472072
F1_2,0.5509951956074125,0.5740417947864236,0.5937151181489679,0.6309837253273489,0.6291576470588235,0.6566451043810644,0.6572984108298999,0.6864797888196527,0.6809488510007413,0.6905481073251727,0.6979937393284007,0.7129547141796585,0.7129224287938456,0.7159321061781944,0.7302576309157098,0.7446377419129463,0.7555250365926381,0.7475078909356777,0.7288560353376002,0.747601779238643,0.7239942475755006,0.7064667564321846,0.7211598999838104,0.6558260580667786,0.3406403492814262
