,layer0_hidden_states,layer1_hidden_states,layer2_hidden_states,layer3_hidden_states,layer4_hidden_states,layer5_hidden_states,layer6_hidden_states,layer7_hidden_states,layer8_hidden_states,layer9_hidden_states,layer10_hidden_states,layer11_hidden_states,layer12_hidden_states,layer13_hidden_states,layer14_hidden_states,layer15_hidden_states,layer16_hidden_states,layer17_hidden_states,layer18_hidden_states,layer19_hidden_states,layer20_hidden_states,layer21_hidden_states,layer22_hidden_states,layer23_hidden_states,x_hidden_states
Acc,0.8746253330373002,0.8840665935834814,0.8858913604573713,0.8932684835701599,0.8957003496891652,0.9003091002442274,0.9030445159857904,0.9071901365452931,0.9097295459591475,0.9110911828374778,0.9148586672957372,0.9184873862122558,0.9185203430284192,0.9210649561500888,0.9220085618339254,0.9246711256660746,0.9261923429174067,0.9226815747113677,0.9232609208481349,0.9207249805728241,0.9239634214031972,0.9190840780417406,0.9186608431394316,0.9064217223579041,0.8358334258436945
Precision_0,0.9301854834519665,0.9239459979298935,0.9398982252502313,0.9464112568469928,0.946132698681959,0.9496671358868791,0.9412996594306079,0.9506853658278818,0.9510243980711252,0.9488920124466071,0.9545426615447529,0.9654750999558147,0.9597023080305119,0.9636622858735502,0.9643933022074221,0.9641236027915279,0.9659022691799736,0.9660359310334427,0.9625827439463599,0.9644716646101062,0.9676985599890023,0.9643995589629624,0.9618797057992234,0.959882471400528,0.8844642818806878
Recall_0,0.9610455978218859,0.9736861317003204,0.9597486923585643,0.9619753330298632,0.9628664187372779,0.9633108879937474,0.9709055148542913,0.9657522481126161,0.9671973099947608,0.9697331466705602,0.9673218472743513,0.9618078518607587,0.9655010263589594,0.9651231201312366,0.9650973537975281,0.9673261416633028,0.9673540551914868,0.9628062972919583,0.9669954737140453,0.9633409487164072,0.9673411720246327,0.9653313979953793,0.9718738995628312,0.9743345844319812,0.9730827700526492
F1_0,0.945363761076947,0.9481641784803245,0.9497197445191887,0.9541298275915311,0.9544262172962216,0.9564403569193904,0.9558733997395613,0.9581595796465597,0.9590426755009751,0.9591993857766516,0.9608897676506879,0.9636379868750397,0.9625929343160698,0.964392149794991,0.9647451995518294,0.9657222171608637,0.9666276170736836,0.9644184103298129,0.9647840631202582,0.9639059750650445,0.9675198330033202,0.9648652534934081,0.9668509762498038,0.9670545361549773,0.9266596531477511
Precision_1,0.5829032522323258,0.652165821430233,0.6352078621012401,0.6822524731546461,0.6488366873644049,0.6859070464767616,0.7248011447329658,0.7305713943937159,0.7560663056508619,0.760063338611551,0.7667481084489282,0.7546640744756421,0.7754975845410628,0.7528410102953226,0.7872990415091458,0.7825227963525836,0.7650308978553253,0.7696335078534031,0.7742506359915938,0.7484927725720927,0.7681677654859016,0.7407489638839551,0.7327865651239992,0.6463832775643409,0.41375947995666307
Recall_1,0.5169833254622734,0.509209140116976,0.5917099574962764,0.5862607621607876,0.630144948595924,0.6315617393831511,0.6256402804519199,0.6656010462455044,0.6644385512406001,0.6626221527954372,0.7068332909507029,0.7332800523122752,0.7289570240127874,0.7677189668325644,0.748973734878483,0.7482108475315146,0.7645584335379809,0.7529698114578414,0.762887346968431,0.7486831111272568,0.7491917026919025,0.7272132815054311,0.6816216805318415,0.5684237294292876,0.27747302648308936
F1_1,0.5479678866406115,0.5718890248878009,0.6126878444206211,0.6306246458646764,0.639354232321557,0.657613526752785,0.6715800967087818,0.6965745352241189,0.7072972659422252,0.7080058224163027,0.7355726518344895,0.7438184029185245,0.7515074341784952,0.7602072016979028,0.7676583386081841,0.764982264564414,0.7647945927285281,0.7612104741268501,0.7685269899359561,0.7485879297506401,0.7585610769853238,0.7339187182636432,0.7062787021004291,0.6049019986855839,0.33218083371387563
Precision_2,0.5711662075298439,0.6490219184539241,0.6190662544515321,0.638661125463327,0.6450067375355593,0.6406680380739863,0.6814145067309624,0.6573605795516676,0.6781659072828524,0.6887515819251098,0.6958573286271595,0.6884228473998295,0.6806953033595187,0.7117729578072731,0.6980813030574919,0.7232942319705699,0.7523726409948729,0.7169894966580276,0.731001695290042,0.7239689387402933,0.7193382565884738,0.7027203719173356,0.7082222459208702,0.6542752293577981,0.45288157061431283
Recall_2,0.5474749697436462,0.5049693769024829,0.5801518318846958,0.6255913741885796,0.6319727142699967,0.673891517218616,0.621887262991895,0.7055048226794294,0.6877911027982543,0.6786225107272528,0.6868742435911541,0.7403821469175194,0.7468001613672205,0.7257123996039169,0.7418857960171636,0.7643305094069754,0.7588293541643745,0.7710785931712326,0.7274360949132651,0.7693182234936004,0.7287563721714894,0.709575677558954,0.7306634393222576,0.6538673121355485,0.2622584075989291
F1_2,0.5590697151845402,0.5680046202714409,0.5989776599772814,0.6320586927523344,0.6384232073060038,0.6568599413741332,0.6502914557447461,0.6805823353558225,0.6829445931428779,0.6836495298616371,0.6913366062529992,0.713457732541702,0.7122171312650835,0.7186750926127696,0.7193172726464575,0.7432463757778927,0.7555872042068361,0.7430510151790921,0.7292145364974909,0.7459549802638598,0.7240166876172779,0.7061313868613138,0.7192678436044623,0.6540712071463947,0.3321643402930998
