,layer0_hidden_states,layer1_hidden_states,layer2_hidden_states,layer3_hidden_states,layer4_hidden_states,layer5_hidden_states,layer6_hidden_states,layer7_hidden_states,layer8_hidden_states,layer9_hidden_states,layer10_hidden_states,layer11_hidden_states,layer12_hidden_states,layer13_hidden_states,layer14_hidden_states,layer15_hidden_states,layer16_hidden_states,layer17_hidden_states,layer18_hidden_states,layer19_hidden_states,layer20_hidden_states,layer21_hidden_states,layer22_hidden_states,layer23_hidden_states,x_hidden_states
Acc,0.9379770065497336,0.947480711589698,0.9431182698712256,0.9576886517539964,0.9609773950932504,0.9646754967806395,0.9631750943605684,0.9658740841474245,0.9662765042184724,0.96304847080373,0.9641794099689165,0.9646911079040853,0.9593104740230906,0.9565004718028419,0.9528943022868561,0.9534372224689165,0.9451095553952042,0.9456819632548845,0.9369518761101243,0.8924966002442274,0.9181977131438721,0.9033948989786856,0.8975910301953819,0.9077330567273535,0.9093635518428064
Precision_0,0.9615134474834628,0.9675209438545774,0.9677957610863382,0.9736727316864092,0.9774220564163082,0.9795409723611627,0.9765160511907969,0.9812918054210203,0.9800963143088733,0.9811022655806605,0.9804785966469164,0.9809944316113143,0.9777932787402177,0.9769646141902719,0.9761831300365071,0.9755394802546113,0.9752408399788578,0.9730773811582009,0.9700264833969473,0.9687683553782899,0.9672701247517378,0.9630917404416772,0.9635590818928875,0.9600875926826303,0.9345263078256076
Recall_0,0.9795319110527296,0.9820937829476122,0.9757505574087837,0.9859634770017265,0.9861824075834481,0.9872386516180698,0.9885426328899029,0.9863686906222814,0.986894892195893,0.9826679956137065,0.9845250646709416,0.9852125835152954,0.9825854165346362,0.9812142197333272,0.9782490546615891,0.9792227196171404,0.9708975961806215,0.9728026763303393,0.9693055483538917,0.9217246352597304,0.9577425568403324,0.9505831427292962,0.9468901294955187,0.9708092557704532,0.9963108276536211
F1_0,0.970439047778505,0.9747528993994867,0.9717568800408528,0.9797795608583596,0.9817826904491284,0.9833747482109346,0.9824925394072944,0.9838236984254684,0.9834838541756377,0.9818845064125259,0.9824976642790408,0.9830989829111831,0.9801834904566954,0.979084805751894,0.9772150004604193,0.9773776298840704,0.9730643716190922,0.9729400093538811,0.9696658818737819,0.9446611687365915,0.9624827631460865,0.9567965608125544,0.9551518861546389,0.9654186572145285,0.9644300517171507
Precision_1,0.6460467349551856,0.6939110070257611,0.6948857618399152,0.765365996772774,0.7947218473534263,0.799330129605359,0.8277677496991577,0.8210564139417894,0.8100267669825653,0.8142571714000285,0.8382862620750682,0.8140688849970812,0.7983583932592431,0.8011910888905227,0.7808852832337034,0.8013410949819468,0.7695697796432319,0.6851523015981423,0.7455801515376616,0.6619566680123806,0.6450773114547176,0.4156574105051857,0.3523784901758015,0.4032862814292016,1.0
Recall_1,0.5870845756672242,0.6464257144934914,0.6679514217147844,0.7588539015344339,0.7708530288706276,0.7983419387680896,0.8003781543160498,0.8308486655515962,0.8142680532324922,0.8298305577776162,0.8267035124718203,0.8112864518944077,0.7992873245582139,0.7924514580757763,0.797978328848811,0.7908515744309504,0.8000145443967711,0.7295469420405789,0.7299105519598574,0.7154388771725693,0.5946476619882191,0.45174896371173007,0.39648025598138315,0.26594429496036653,0.0
F1_1,0.6151560178306092,0.6693272090659237,0.6811524342763914,0.7620960379769947,0.7826054856214699,0.798835728579225,0.8138425703405183,0.8259235162293067,0.8121418727787045,0.8219701062488745,0.8324545987111892,0.8126752868329995,0.7988225888509339,0.7967973091547236,0.7893392799338201,0.7960617817143694,0.7844968979533623,0.7066530482865495,0.7376621467680888,0.6876594554922587,0.6188367957013661,0.43295232785057153,0.3731307531738699,0.32052237170778736,0.0
Precision_2,0.6476415094339623,0.7425970204156704,0.6370192307692307,0.7470435293130924,0.7437141240197267,0.7802537139041896,0.7245232294379568,0.7534356024288911,0.7932195239240202,0.7548222170578666,0.726725582812738,0.7416517590936196,0.6531434111417704,0.6310910205332516,0.583917373662855,0.5916556679865083,0.5073920373492413,0.6007268239166209,0.4464787811416988,0.37056259082416443,0.3442322286870731,0.24772431729518857,0.3401619031885016,0.4163747810858144,1.0
Recall_2,0.5258521639218691,0.6185369590195328,0.6089620834929146,0.6822673305247032,0.7046342397548832,0.716124090386825,0.6605898123324396,0.7223286097280736,0.758100344695519,0.7463806970509383,0.7306779011872846,0.7621600919188051,0.6708540788969743,0.6309459977020299,0.6062811183454615,0.618077364994255,0.5993872079662964,0.6710838759096132,0.52301800076599,0.546916890080429,0.4169283799310609,0.29184220605132133,0.31543469934890844,0.29138261202604365,0.0
F1_2,0.580426971042063,0.6749132851351916,0.6226747601331506,0.7131876050924814,0.7236469477658904,0.74681471422295,0.6910810161070599,0.7375542606859333,0.7752624157919473,0.7505777230010784,0.7286963828730759,0.7517660836386989,0.6618802902055623,0.63101850078523,0.5948891394212702,0.6045779792454951,0.5495663166766163,0.6339592604652846,0.481727105968675,0.4417906753704792,0.3771088093670974,0.2679796026024266,0.32733198203569014,0.3428416925780722,0.0
