,layer0_hidden_states,layer1_hidden_states,layer2_hidden_states,layer3_hidden_states,layer4_hidden_states,layer5_hidden_states,layer6_hidden_states,layer7_hidden_states,layer8_hidden_states,layer9_hidden_states,layer10_hidden_states,layer11_hidden_states,layer12_hidden_states,layer13_hidden_states,layer14_hidden_states,layer15_hidden_states,layer16_hidden_states,layer17_hidden_states,layer18_hidden_states,layer19_hidden_states,layer20_hidden_states,layer21_hidden_states,layer22_hidden_states,layer23_hidden_states,x_hidden_states
Acc,0.9520131410968028,0.9585958314831261,0.9607189442717584,0.9661672263543517,0.9689824322824157,0.9705869088587922,0.9709737178063943,0.9720977186944938,0.9730257132548845,0.9739380966918295,0.9738756521980462,0.9740387017095915,0.9720075210923623,0.9725209535968028,0.9723128052841918,0.9724949350577264,0.9715270454040853,0.9692061917184724,0.9691888460257548,0.9638758603463587,0.9642435890319716,0.960994740785968,0.9563079346136767,0.9496419849023091,0.9235176371003553
Precision_0,0.9749231620945726,0.9772092047816057,0.9757450717645227,0.9836946622260314,0.9856078651922631,0.9861128701091858,0.9849636009236673,0.9896641724774327,0.9878751876779456,0.9903980355932891,0.9875571736350335,0.9891878881240072,0.986463140275037,0.9887296523675054,0.9865800932289946,0.9880151484828424,0.9882388315157683,0.9837249312213103,0.9843524738504954,0.9837084578187082,0.9843912430792451,0.9821460830927827,0.9774733050548032,0.9729891307442223,0.9445763125046969
Recall_0,0.9807590745765902,0.9843349407447096,0.9872674582735596,0.9852701968262747,0.9861113511665736,0.9869025739706901,0.9879012046943326,0.984515462452445,0.9868507219908088,0.9852740377136734,0.9876880354437089,0.9865511327737161,0.9869083353017881,0.9850877546748401,0.9868737673152005,0.98600956765051,0.9846575752861941,0.9860883058421818,0.9860594991866921,0.9813640143418736,0.9820073629811432,0.9814312298713495,0.9828946079702254,0.9845481099953334,0.9896833764472944
F1_0,0.9778324109203738,0.9807591298698938,0.9814724482733933,0.9844817991671944,0.9858595438958925,0.9865075639995662,0.9864302157569808,0.9870831034824692,0.9873626890937144,0.9878293919894641,0.9876226002045138,0.9878677509860216,0.9866856875701404,0.9869053436818187,0.9867269084209486,0.9870113392459791,0.9864449530032062,0.9849052007476908,0.9852052470956867,0.9825348375529352,0.9831978580321391,0.9817885263585602,0.9801764603366421,0.9787344933047731,0.9666038946179846
Precision_1,0.7154085718522912,0.7663479923518165,0.799014543431614,0.7863278199758643,0.8089911964208399,0.8063720307323606,0.8356679445591271,0.8100375554796859,0.8255624157263501,0.8172175460206665,0.8143540669856459,0.8093441273326015,0.812635555866508,0.8042993307645508,0.8196606366568504,0.8152539994386753,0.8074529867256637,0.8130519060951971,0.7946903894648361,0.8066603650112703,0.7665566402134981,0.7010843619995908,0.7207335388506837,0.6814010271954197,0.5466560930478456
Recall_1,0.7016217002399825,0.7286742782343102,0.7311468256854047,0.8055414151698058,0.8152861610064722,0.831939495309432,0.8243036870045815,0.8627008944804014,0.8459748381935859,0.8684459312050032,0.8664097156570432,0.8579012435459239,0.844665842484183,0.8652461639153516,0.8501199912733619,0.8449567304196058,0.8493200494509491,0.8235764671660243,0.8250309068431387,0.8067776888953531,0.7937604537851792,0.7475819940367974,0.6630790487964512,0.5885390153443386,0.3007781252272562
F1_1,0.7084480669677278,0.7470364571684187,0.7635756056808688,0.7958186651339895,0.8121264804954906,0.8189562602906436,0.8299469156141315,0.8355402169319622,0.8356439910925939,0.8420533070088845,0.8395757725238716,0.8329155928972358,0.8283411781486236,0.8336603139013453,0.8346125013386642,0.8298396600364246,0.8278575225943647,0.8182803468208093,0.8095764798230278,0.8067190226876091,0.7799214005001787,0.7235869641725909,0.6907052496023028,0.6315748400187295,0.3880470985598349
Precision_2,0.6893120200595518,0.7345132743362832,0.7620117109168204,0.781731556614308,0.7909189974573193,0.8151037721557339,0.8130819545979223,0.7909180930824727,0.7922871593144142,0.8134137686302342,0.8309592362479163,0.810971764870735,0.8100246627012911,0.8033620567876819,0.7998279939797893,0.8206956774850822,0.8270874424720579,0.7955352612886859,0.8484491558696505,0.7657327889624103,0.7584294263611152,0.7713876535765433,0.7113571749214425,0.6808770785784154,0.5038533395609528
Recall_2,0.6738414400612792,0.7502106472615856,0.7276905400229797,0.8043661432401379,0.8339333588663347,0.8242818843355036,0.8093450785139793,0.8565300651091535,0.8639601685178093,0.8779011872845653,0.8400612792033704,0.886633473764841,0.8553810800459594,0.8712370739180391,0.8548448870164688,0.8638835695135963,0.8672539256989659,0.8407506702412869,0.8276522405208733,0.8332439678284183,0.7960168517809268,0.7839142091152815,0.7283033320566833,0.6398314821907315,0.3305247031788587
F1_2,0.6814889413952047,0.7422789798779794,0.744455763654886,0.7928873452129266,0.8118568232662192,0.8196671363826789,0.8112092130518234,0.8224175339241716,0.8265728628485581,0.844428071468042,0.8354854683274292,0.8471165105386417,0.8320852427256809,0.8359240069084629,0.8264218009478673,0.8417360152255849,0.8466945857014657,0.8175182481751825,0.8379216750678558,0.7980631671618796,0.7767686960421571,0.7776004862852367,0.7197305173914689,0.6597164632942384,0.3991859012905315
Precision_3,0.7547936800122719,0.7770114942528735,0.8064199950992403,0.7949440231130372,0.8209442309086953,0.8351697438951757,0.842530085118873,0.8351176222003099,0.8656041512231283,0.8301809210526315,0.8573752310536045,0.8389146733309533,0.8341040886735668,0.8380994280686318,0.8540746382330541,0.829372890888639,0.8332020339468595,0.8606301669006395,0.8199478972832155,0.7777937374317725,0.802068267283772,0.8309551656920078,0.80165154116589,0.7412092283214001,0.5690167477039438
Recall_3,0.6907903973045065,0.7117787449108521,0.693036641864383,0.7725677383125088,0.7946090130562965,0.7874491085216903,0.8059806261406711,0.8323038045767233,0.8196686789274182,0.8503439561982311,0.8139828723852309,0.8247227291871403,0.7976274041836305,0.8023304787308718,0.7871683279517058,0.8280920960269549,0.8166502878000842,0.7746033974448968,0.7732696897374701,0.7602133932331883,0.7785343254246806,0.7480696335813561,0.6882633721746455,0.6540081426365295,0.2957321353362347
F1_3,0.7213751649318282,0.7429660023446659,0.7454415040205368,0.7835961695916842,0.807561976101302,0.8106077028687044,0.823850182966205,0.8337083391927999,0.8420103836169599,0.8401414799916777,0.8351157682474524,0.8317581678524654,0.8154580358103987,0.8198249892411419,0.8192577440093513,0.8287319985950123,0.8248431351696267,0.8153539234520467,0.7959250027094397,0.7689030883919062,0.7901260953195127,0.7873370026966127,0.7406428220719871,0.6948836515513126,0.3891916859122402
