,layer0_hidden_states,layer1_hidden_states,layer2_hidden_states,layer3_hidden_states,layer4_hidden_states,layer5_hidden_states,layer6_hidden_states,layer7_hidden_states,layer8_hidden_states,layer9_hidden_states,layer10_hidden_states,layer11_hidden_states,layer12_hidden_states,layer13_hidden_states,layer14_hidden_states,layer15_hidden_states,layer16_hidden_states,layer17_hidden_states,layer18_hidden_states,layer19_hidden_states,layer20_hidden_states,layer21_hidden_states,layer22_hidden_states,layer23_hidden_states,x_hidden_states
Acc,0.8494758131660746,0.8580324433836589,0.8538954956705151,0.8638224356127886,0.8672083148312612,0.8726670043294849,0.8719714420515098,0.8763321492007105,0.8802141152309059,0.8727832204706927,0.8853675205373002,0.8910083398090586,0.8930533969804618,0.8903786911634103,0.8957766707371225,0.8948105156527532,0.8893240730461812,0.890481030750444,0.8791681699600356,0.8354136600799289,0.8676957287966253,0.8430041352131439,0.8399617007104796,0.8616125943605684,0.8139813221580817
Precision_0,0.8995614499947006,0.9080904681312808,0.9104285761219528,0.9189486411316613,0.9206062182369139,0.9204320221068993,0.9168301407209257,0.9254146057608379,0.9296469914543133,0.9363395452580026,0.9398227983588036,0.9418357618637924,0.948421708120323,0.9489049838404965,0.9511566468294421,0.9501517335315043,0.9534816583459952,0.9482469888571613,0.9455922122397574,0.9532674057793755,0.9483962488900439,0.9469140663015686,0.9536602754118044,0.9423282565587981,0.83547183678322
Recall_0,0.9658767853922066,0.9631541427970214,0.9520359698018569,0.9563282115587773,0.9576143810497204,0.9612238149633688,0.9603778203399438,0.9561263752780617,0.9551236354579107,0.9392386907266965,0.9502194432754163,0.9566653210914619,0.9516494747962313,0.9469041750049385,0.9516365916293771,0.9526264482826738,0.943195970145408,0.9483406481091805,0.9414868033427524,0.881940806142694,0.9402629024916045,0.919246162963472,0.9277426115038091,0.9744612689060473,0.995875239412184
F1_0,0.9315403802725463,0.9348121472811998,0.9307675190924625,0.9372658860764821,0.938745698138228,0.9403857626605944,0.9380988685664068,0.9405198415045242,0.9422131282096904,0.9377868773381642,0.9449925261584454,0.94919262319966,0.9500328498563287,0.9479035236107499,0.9513965587007598,0.9513874816251564,0.9483109245874459,0.9482938161705818,0.9435350420582166,0.9162180278630071,0.944312062916328,0.9328750108951451,0.940522926323832,0.9581254242190411,0.9086488588576528
Precision_1,0.5235875068932672,0.5769813991103923,0.5934693113772455,0.5987943737441394,0.5893941881464456,0.6248848697982081,0.6411769737404841,0.6673176235733195,0.6742221839179523,0.645542898112005,0.6687878073689999,0.6840900118436637,0.6550310960923177,0.6527313266443702,0.6997802039419162,0.6756904069767442,0.6822697062817122,0.690728919239905,0.6428451714544297,0.5988969501986147,0.5818069402581343,0.45262331229045216,0.4109180693143838,0.48495626822157434,1.0
Recall_1,0.37940930722563304,0.41468376503069715,0.46085661350673884,0.5196352671922113,0.5216696334507938,0.5422312638500382,0.5446289097976532,0.5586151778254078,0.5683874014603844,0.5887673920151124,0.6185199985468812,0.6294910451556653,0.6619319213862753,0.6806408253714534,0.7055254840701857,0.675518581756094,0.6936462382388201,0.6760998292585462,0.6966977876266938,0.662731136702147,0.5469538998074618,0.5443746140153304,0.49576779162277035,0.30213971736840195,0.0
F1_1,0.439988204069596,0.48255162647164507,0.5188229760955361,0.5564134980064184,0.5534678460619376,0.5806313578277867,0.5889724803080005,0.6081471228000791,0.6167977450574577,0.6158493720669542,0.6426724544682457,0.6556558260968273,0.6584634287366291,0.6663939819672423,0.7026410998552822,0.6756044834414228,0.6879109397798714,0.6833360870922142,0.6686889818688981,0.6291991446506173,0.5638423368598445,0.4942771382392717,0.44937271559814285,0.3723168520715357,0.0
Precision_2,0.4928333969153632,0.5661461052831442,0.5231900200490087,0.5411247954525881,0.5648123143397246,0.5691079422216069,0.5816897979060142,0.5745661066761985,0.5992135147064724,0.5629946074655088,0.5887768522577816,0.6257680274416676,0.6027966321723972,0.5758229712602336,0.5539639333106499,0.5741309158398172,0.5318977466877277,0.5572129137719657,0.4685585741477764,0.434075434994056,0.4138718755172985,0.34358011268162497,0.4117322950337937,0.4839170836311651,1.0
Recall_2,0.33164631239226905,0.4374151905233432,0.4306671067590861,0.4608501118568233,0.4602266475959952,0.4522683096783658,0.43807532915245534,0.5305680859647193,0.5476583415850662,0.5896504932702534,0.5910441192650456,0.6088311878827887,0.5960318333516705,0.616496130854146,0.5970953900319067,0.5899438882165254,0.6051270766861041,0.6000660138629113,0.4965342721971614,0.5892104008508453,0.45846627791836286,0.38244031246561777,0.4110829940954267,0.37242820992408404,0.0
F1_2,0.3964836899333567,0.49352422725203793,0.47244126166720307,0.497771791875458,0.5071839951500454,0.5040052313225437,0.49976988410526757,0.5516912633947298,0.5722771518356711,0.5760143304970892,0.589908307253061,0.6171834337125437,0.5993951464188242,0.5954658165072618,0.5747215701502021,0.5819299990955955,0.5661542684600603,0.5778460560470414,0.482140949396389,0.49988332114687534,0.4350292316258352,0.3619702176403207,0.4114073883760621,0.4209151952250684,0.0
